Wall time,Step,Value
1536867347.3792953,0,0.7075678706169128
1536867509.166018,1,0.9619608521461487
1536867670.6481931,2,0.9801318049430847
1536867830.8510096,3,0.9887180328369141
1536867991.0473766,4,0.987819492816925
