Wall time,Step,Value
1536867347.3790536,0,1.3545559644699097
1536867509.1656425,1,0.7213507890701294
1536867670.6478996,2,0.42386865615844727
1536867830.8508122,3,0.2472570240497589
1536867991.047011,4,0.16516342759132385
