Wall time,Step,Value
1536865351.873124,0,0.6372803449630737
1536865439.0574718,1,0.911042332649231
1536865525.6989305,2,0.963957667350769
1536865612.3963246,3,0.9692491888999939
1536865699.170332,4,0.9790335297584534
1536865786.4028025,5,0.980431318283081
1536865873.7952697,6,0.9819288849830627
1536865963.7190256,7,0.9855231642723083
1536866050.8470342,8,0.9865215420722961
1536866138.3237097,9,0.9892172813415527
